News,Label,Cleaned Data
"['expert', 'say', 'outdoor', 'demonstr', 'sun', 'wind', 'addit', 'peopl', 'motion', 'wear', 'mask']",1,expert say outdoor demonstr sun wind addit peopl motion wear mask
"['expert', 'say', 'two', 'common', 'test', 'diagnos', 'infect', 'novel', 'coronaviru', 'covid19', 'highli', 'accur', 'antibodi', 'test', 'done', 'determin', 'past', 'infect', 'nt', 'trustworthi']",1,expert say two common test diagnos infect novel coronaviru covid19 highli accur antibodi test done determin past infect nt trustworthi
"['covid19', 'pandem', 'broke', 'sherri', 'richard', 'wa', 'need', 'physic', 'occup', 'speech', 'therapi', 'help', 'recov', 'stroke', 'shed', 'month', 'earlier', 'telehealth', 'servic', 'provid', 'access', 'critic', 'care', 'requir', 'stay', 'home', 'order', 'place']",1,covid19 pandem broke sherri richard wa need physic occup speech therapi help recov stroke shed month earlier telehealth servic provid access critic care requir stay home order place
"['interact', 'embrac', 'social', 'bubbl', 'one', 'way', 'get', 'social', 'fix', 'safe', 'thi', 'summer']",1,interact embrac social bubbl one way get social fix safe thi summer
"['shortag', 'hand', 'sanit', 'product', 'ha', 'prompt', 'peopl', 'make', 'expert', 'say', 'wash', 'hand', 'soap', 'warm', 'water', 'easier', 'effect', 'way', 'prevent', 'spread', 'coronaviru']",1,shortag hand sanit product ha prompt peopl make expert say wash hand soap warm water easier effect way prevent spread coronaviru
"['addit', '1500', 'compani', 'make', 'hand', 'sanit', 'guidelin', 'suppos', 'follow']",1,addit 1500 compani make hand sanit guidelin suppos follow
"['offici', 'arizona', 'texa', 'say', 'icu', 'bed', 'fill', 'covid19', 'case', 'continu', 'rise']",1,offici arizona texa say icu bed fill covid19 case continu rise
"['covid19', 'spread', 'quickli', 'easili', 'bar', 'contribut', 'increas', 'infect']",1,covid19 spread quickli easili bar contribut increas infect
"['expert', 'recommend', 'everyon', 'avoid', 'larg', 'gather', 'especi', 'peopl', 'outsid', 'social', 'bubbl', 'dure', 'juli', 'fourth', 'holiday', 'weekend']",1,expert recommend everyon avoid larg gather especi peopl outsid social bubbl dure juli fourth holiday weekend
"['report', 'peopl', 'present', 'card', 'claim', 'exempt', 'wear', 'face', 'mask', 'public', 'ha', 'prompt', 'doj', 'issu', 'statement', 'card', 'fraudul']",1,report peopl present card claim exempt wear face mask public ha prompt doj issu statement card fraudul
"['trial', 'enrol', 'approxim', '30000', 'adult', 'volunt', '80', 'site', 'unit', 'state', 'evalu', 'candid', 'vaccin', 'prevent', 'symptomat', 'coronaviru', 'diseas', '2019', 'covid19']",1,trial enrol approxim 30000 adult volunt 80 site unit state evalu candid vaccin prevent symptomat coronaviru diseas 2019 covid19
"['nih', 'fund', 'research', 'call', 'restor', 'support', 'servic', 'altern']",1,nih fund research call restor support servic altern
"['global', 'network', 'focu', 'spillov', 'potenti']",1,global network focu spillov potenti
"['phase', '3', 'trial', 'conduct', 'niaid', 'covid19', 'prevent', 'network']",1,phase 3 trial conduct niaid covid19 prevent network
"['studi', 'anticip', 'enrol', '1000', 'hospit', 'adult', 'covid19']",1,studi anticip enrol 1000 hospit adult covid19
"['collabor', 'network', 'enlist', 'medic', 'imag', 'clinic', 'data', 'scienc', 'reveal', 'uniqu', 'featur', 'covid19']",1,collabor network enlist medic imag clinic data scienc reveal uniqu featur covid19
"['vaccin', 'current', 'evalu', 'phase', '3', 'clinic', 'test']",1,vaccin current evalu phase 3 clinic test
"['initi', 'trial', 'determin', 'monoclon', 'antibodi', 'shorten', 'sever', 'covid19', 'outpati']",1,initi trial determin monoclon antibodi shorten sever covid19 outpati
"['studi', 'aim', 'determin', 'safeti', 'efficaci', 'experiment', 'monoclon', 'antibodi']",1,studi aim determin safeti efficaci experiment monoclon antibodi
"['rang', 'new', 'technolog', 'meet', 'test', 'need', 'divers', 'set']",1,rang new technolog meet test need divers set
"['nih', 'led', 'studi', 'mrna', 'vaccin', 'support', 'advanc', 'phase', '3', 'human', 'trial']",1,nih led studi mrna vaccin support advanc phase 3 human trial
"['multi', 'site', 'trial', 'test', 'candid', 'develop', 'moderna', 'nih']",1,multi site trial test candid develop moderna nih
"['radx', 'effort', 'seek', 'creat', 'capac', '6', 'million', 'daili', 'test', 'end', '2020', 'address', 'underserv', 'popul']",1,radx effort seek creat capac 6 million daili test end 2020 address underserv popul
"['nih', 'sponsor', 'phase', '1', 'trial', 'test', 'mrna', 'vaccin']",1,nih sponsor phase 1 trial test mrna vaccin
"['nih', 'studi', 'may', 'help', 'explain', 'whi', 'viru', 'ha', 'rare', 'found', 'fetus', 'newborn', 'women', 'covid19']",1,nih studi may help explain whi viru ha rare found fetus newborn women covid19
"['network', 'websit', 'featur', 'secur', 'method', 'volunt', 'studi']",1,network websit featur secur method volunt studi
"['author', 'conclud', 'larg', 'random', 'control', 'trial', 'sar', 'cov2', 'fastest', 'effect', 'path', 'forward', 'establish', 'vaccin', 'safeti', 'efficaci']",1,author conclud larg random control trial sar cov2 fastest effect path forward establish vaccin safeti efficaci
"['recent', 'molecular', 'model', 'studi', 'conclud', 'exist', 'drug', 'call', 'ebselen', 'block', 'import', 'enzym', 'necessari', 'sar', 'cov2', 'replic']",1,recent molecular model studi conclud exist drug call ebselen block import enzym necessari sar cov2 replic
"['scientist', 'compar', 'influenza', 'three', 'diseas', 'caus', 'coronavirus', 'establish', 'like', 'order', 'covid19', 'symptom', 'appear']",1,scientist compar influenza three diseas caus coronavirus establish like order covid19 symptom appear
"['thi', 'special', 'featur', 'look', 'latest', 'promis', 'scientif', 'advanc', 'aim', 'stop', 'spread', 'new', 'coronaviru', 'sar', 'cov2']",1,thi special featur look latest promis scientif advanc aim stop spread new coronaviru sar cov2
"['research', 'suggest', 'new', 'coronaviru', 'act', 'microrna', 'spong', 'help', 'viru', 'replic', 'faster', 'block', 'host', 'immun', 'defens']",1,research suggest new coronaviru act microrna spong help viru replic faster block host immun defens
"['new', 'research', 'cell', 'cultur', 'suggest', 'sar', 'cov2', 'abl', 'directli', 'infect', 'heart', 'muscl', 'cell', 'may', 'implic', 'therapi']",1,new research cell cultur suggest sar cov2 abl directli infect heart muscl cell may implic therapi
"['use', 'mous', 'model', 'research', 'tulan', 'univers', 'identifi', 'synthet', 'antibodi', 'may', 'abl', 'prevent', 'treat', 'infect', 'sar', 'cov2']",1,use mous model research tulan univers identifi synthet antibodi may abl prevent treat infect sar cov2
"['preliminari', 'studi', 'itali', 'suggest', 'mani', 'peopl', 'age', '20', 'younger', 'may', 'experi', 'ani', 'symptom', 'sar', 'cov2', 'infect']",1,preliminari studi itali suggest mani peopl age 20 younger may experi ani symptom sar cov2 infect
"['new', 'research', 'find', 'chang', 'immun', 'cell', 'respons', 'new', 'coronaviru', 'last', 'month', 'even', 'mild', 'case', 'covid19']",1,new research find chang immun cell respons new coronaviru last month even mild case covid19
"['peopl', 'may', 'experienc', 'physic', 'symptom', 'anxieti', 'concern', 'covid19', 'learn', 'differ', 'symptom']",1,peopl may experienc physic symptom anxieti concern covid19 learn differ symptom
"['covid19', 'like', 'spread', 'cooler', 'temperatur', 'diseas', 'sever', 'cold', 'climat', 'sunshin', 'uv', 'ray', 'play', 'role', 'investig']",1,covid19 like spread cooler temperatur diseas sever cold climat sunshin uv ray play role investig
"['new', 'research', 'articl', 'identifi', 'discuss', 'factor', 'meant', 'south', 'korea', 'wa', 'abl', 'respond', 'effect', 'covid19', 'pandem']",1,new research articl identifi discuss factor meant south korea wa abl respond effect covid19 pandem
"['new', 'research', '1000', 'peopl', 'contract', 'novel', 'coronaviru', 'suggest', 'averag', 'incub', 'period', 'covid19', 'longer', 'week']",1,new research 1000 peopl contract novel coronaviru suggest averag incub period covid19 longer week
"['recent', 'closur', 'overnight', 'summer', 'camp', 'larg', 'outbreak', 'covid19', 'ha', 'rais', 'question', 'children', 'covid19']",1,recent closur overnight summer camp larg outbreak covid19 ha rais question children covid19
"['new', 'vaccin', 'candid', 'sar', 'cov2', 'ha', 'demonstr', 'effect', 'rhesu', 'macaqu', 'develop', 'start', 'human', 'clinic', 'trial']",1,new vaccin candid sar cov2 ha demonstr effect rhesu macaqu develop start human clinic trial
"['research', 'creat', 'modifi', 'stabl', 'version', 'sar', 'cov2', 'spike', 'protein', 'could', 'help', 'fast', 'track', 'vaccin', 'product']",1,research creat modifi stabl version sar cov2 spike protein could help fast track vaccin product
"['doctor', 'frontlin', 'covid19', 'outbreak', 'publish', 'first', 'comprehens', 'review', 'diseas', 'effect', 'system', 'beyond', 'lung']",1,doctor frontlin covid19 outbreak publish first comprehens review diseas effect system beyond lung
"['studi', 'ha', 'shown', 'newli', 'engin', 'compound', 'neutral', 'sar', 'cov2', 'human', 'cell', 'improv', 'surviv', 'rate', 'mice', 'mer']",1,studi ha shown newli engin compound neutral sar cov2 human cell improv surviv rate mice mer
"['thi', 'special', 'featur', 'articl', 'explain', 'cell', 'role', 'covid19', 'scientist', 'studi']",1,thi special featur articl explain cell role covid19 scientist studi
"['four', 'men', 'experienc', 'sever', 'case', 'covid19', 'gene', 'mutat', 'discoveri', 'shed', 'light', 'immun', 'system', 'respons', 'diseas']",1,four men experienc sever case covid19 gene mutat discoveri shed light immun system respons diseas
"['everi', 'two', 'week', 'round', 'emerg', 'evid', 'covid19', 'treatment', 'advanc', 'vaccin', 'develop', 'may', 'bring', 'glimmer', 'hope']",1,everi two week round emerg evid covid19 treatment advanc vaccin develop may bring glimmer hope
"['research', 'use', 'cell', 'cultur', 'exist', 'clinic', 'data', 'show', 'new', 'sar', 'cov2', 'variant', 'infecti', 'doe', 'lead', 'sever', 'ill']",1,research use cell cultur exist clinic data show new sar cov2 variant infecti doe lead sever ill
"['scientist', 'find', 'children', 'higher', 'viral', 'load', 'adult', 'hospit', 'covid19', 'make', 'new', 'make', 'public', 'health', 'recommend']",1,scientist find children higher viral load adult hospit covid19 make new make public health recommend
"['recent', 'studi', 'find', 'unit', 'state', 'around', '35', 'excess', 'death', 'dure', 'earli', 'phase', 'pandem', 'directli', 'caus', 'covid19']",1,recent studi find unit state around 35 excess death dure earli phase pandem directli caus covid19
"['new', 'research', 'cast', 'doubt', 'notion', 'peopl', 'adapt', 'live', 'high', 'altitud', 'less', 'prone', 'sever', 'covid19']",1,new research cast doubt notion peopl adapt live high altitud less prone sever covid19
"['recent', 'studi', 'conclud', 'extract', 'seawe', 'might', 'effect', 'remdesivir', 'current', 'lead', 'sar', 'cov2', 'antivir', 'drug']",1,recent studi conclud extract seawe might effect remdesivir current lead sar cov2 antivir drug
"['recent', 'studi', 'mice', 'conclud', 'new', 'nasal', 'vaccin', 'prevent', 'infect', 'sar', 'cov2', 'scientist', 'plan', 'test', 'vaccin', 'clinic', 'trial']",1,recent studi mice conclud new nasal vaccin prevent infect sar cov2 scientist plan test vaccin clinic trial
"['result', 'phase', 'ii', 'studi', 'show', 'oxford', 'covid19', 'vaccin', 'safe', 'elicit', 'neutral', 'antibodi', 'cell', 'respons']",1,result phase ii studi show oxford covid19 vaccin safe elicit neutral antibodi cell respons
"['new', 'review', 'ha', 'explor', 'avail', 'evid', 'propos', 'inhal', 'nitric', 'oxid', 'may', 'help', 'treat', 'sever', 'symptom', 'covid19']",1,new review ha explor avail evid propos inhal nitric oxid may help treat sever symptom covid19
"['research', 'investig', 'whi', 'peopl', 'covid19', 'experi', 'blood', 'clot', 'issu', 'recent', 'evid', 'may', 'help', 'explain', 'mechan', 'play']",1,research investig whi peopl covid19 experi blood clot issu recent evid may help explain mechan play
"['blood', 'coupl', 'earli', 'sar', 'cov2', 'infect', 'yield', 'antibodi', 'neutral', 'viru', 'laboratori', 'protect', 'anim', 'effect']",1,blood coupl earli sar cov2 infect yield antibodi neutral viru laboratori protect anim effect
"['list', '13', 'drug', 'shown', 'promis', 'sar', 'cov2', 'ha', 'becom', 'basi', 'new', 'treatment', 'trial', 'diseas', 'caus', 'new', 'coronaviru']",1,list 13 drug shown promis sar cov2 ha becom basi new treatment trial diseas caus new coronaviru
"['rapid', 'review', 'data', 'school', 'daycar', 'center', 'canada', 'suggest', 'children', 'major', 'sourc', 'sar', 'cov2', 'transmiss']",1,rapid review data school daycar center canada suggest children major sourc sar cov2 transmiss
"['new', 'studi', 'conclud', 'peopl', 'white', 'like', 'sever', 'covid19', 'admit', 'hospit', 'explor', 'reason']",1,new studi conclud peopl white like sever covid19 admit hospit explor reason
"['new', 'studi', 'ha', 'look', 'neurolog', 'complic', 'covid19', 'caus', 'patient', 'includ', 'instanc', 'brain', 'inflamm']",1,new studi ha look neurolog complic covid19 caus patient includ instanc brain inflamm
"['everi', 'coupl', 'week', 'look', 'hope', 'behind', 'headlin', 'thi', 'featur', 'two', 'dose', 'new', 'vaccin', 'fight', 'new', 'coronaviru', 'pig']",1,everi coupl week look hope behind headlin thi featur two dose new vaccin fight new coronaviru pig
"['scientist', 'test', 'two', 'new', 'vaccin', 'human', 'clinic', 'trial', 'thi', 'special', 'featur', 'examin', 'result', 'ebola', 'drug', 'also', 'continu', 'show', 'promis']",1,scientist test two new vaccin human clinic trial thi special featur examin result ebola drug also continu show promis
"['new', 'studi', 'identifi', 'bmi', 'hypertens', 'lung', 'diseas', 'risk', 'factor', 'associ', 'sever', 'covid19', 'african', 'american', 'patient']",1,new studi identifi bmi hypertens lung diseas risk factor associ sever covid19 african american patient
"['accord', 'studi', 'psycholog', 'stress', 'covid19', 'pandem', 'may', 'respons', 'increas', 'case', 'broken', 'heart', 'syndrom']",1,accord studi psycholog stress covid19 pandem may respons increas case broken heart syndrom
"['mani', 'countri', 'recommend', 'face', 'mask', 'public', 'curb', 'covid19', 'pandem', 'look', 'common', 'reason', 'whi', 'peopl', 'wear']",1,mani countri recommend face mask public curb covid19 pandem look common reason whi peopl wear
"['recent', 'studi', 'ha', 'identifi', 'associ', 'metabol', 'syndrom', 'increas', 'risk', 'wors', 'covid19', 'outcom']",1,recent studi ha identifi associ metabol syndrom increas risk wors covid19 outcom
"['sinc', 'start', 'covid19', 'pandem', 'eye', 'coronaviru', 'research', 'ha', 'pandem', 'impact', 'research', 'commun', 'larg']",1,sinc start covid19 pandem eye coronaviru research ha pandem impact research commun larg
"['phase', 'ii', 'clinic', 'trial', 'find', 'covid19', 'vaccin', 'candid', 'safe', 'induc', 'immun', 'respons', 'research', 'plan', 'phase', 'iii', 'trial']",1,phase ii clinic trial find covid19 vaccin candid safe induc immun respons research plan phase iii trial
"['speak', 'medic', 'news', 'today', 'dr', 'jame', 'hindley', 'explain', 'whi', 'blood', 'test', 'develop', 'may', 'help', 'fight', 'covid19']",1,speak medic news today dr jame hindley explain whi blood test develop may help fight covid19
"['new', 'model', 'studi', 'suggest', 'covid19', 'may', 'lead', 'global', 'spike', 'death', 'infect', 'tuberculosi', 'malaria', 'hiv']",1,new model studi suggest covid19 may lead global spike death infect tuberculosi malaria hiv
"['first', 'studi', 'investig', 'effect', 'take', 'hydroxychloroquin', 'dure', 'earli', 'stage', 'covid19', 'find', 'signific', 'reduct', 'symptom']",1,first studi investig effect take hydroxychloroquin dure earli stage covid19 find signific reduct symptom
"['given', 'crucial', 'role', 'zinc', 'regul', 'immun', 'insuffici', 'may', 'consid', 'risk', 'factor', 'infecti', 'diseas', 'say', 'author']",1,given crucial role zinc regul immun insuffici may consid risk factor infecti diseas say author
"['new', 'research', 'human', 'cell', 'cultur', 'mous', 'model', 'show', 'remdesivir', 'effect', 'sar', 'cov2', 'infect', 'potenti', 'shorten', 'recoveri']",1,new research human cell cultur mous model show remdesivir effect sar cov2 infect potenti shorten recoveri
"['recent', 'studi', 'conclud', 'convent', 'respiratori', 'scienc', 'may', 'explain', 'unusu', 'phenomenon', 'happi', 'hypoxemia', 'covid19', 'patient']",1,recent studi conclud convent respiratori scienc may explain unusu phenomenon happi hypoxemia covid19 patient
"['recent', 'studi', 'conclud', 'loss', 'smell', 'associ', 'sar', 'cov2', 'infect', 'may', 'link', 'increas', 'anxieti', 'depress', 'mood']",1,recent studi conclud loss smell associ sar cov2 infect may link increas anxieti depress mood
"['use', 'antibiot', 'peopl', 'covid19', 'may', 'lead', 'increas', 'antimicrobi', 'resist', 'toxic', 'effect', 'environ', 'new', 'research', 'suggest']",1,use antibiot peopl covid19 may lead increas antimicrobi resist toxic effect environ new research suggest
"['review', 'exist', 'studi', 'find', 'indic', 'take', 'vitamin', 'supplement', 'protect', 'infect', 'new', 'coronaviru']",1,review exist studi find indic take vitamin supplement protect infect new coronaviru
"['recent', 'studi', 'explor', 'sweden', 'rel', 'soft', 'covid19', 'lockdown', 'measur', 'impact', 'per', 'capita', 'death', 'rate', 'compar', 'neighbor', 'countri']",1,recent studi explor sweden rel soft covid19 lockdown measur impact per capita death rate compar neighbor countri
"['work', 'absenc', 'due', 'sick', 'time', 'high', 'april', '2020', 'research', 'say', 'thi', 'may', 'reflect', 'higher', 'report', 'number', 'covid19', 'case']",1,work absenc due sick time high april 2020 research say thi may reflect higher report number covid19 case
"['new', 'studi', 'assess', 'suicid', 'unit', 'state', 'dure', 'pandem', 'ask', 'factor', 'associ', 'increas', 'level', 'suicid']",1,new studi assess suicid unit state dure pandem ask factor associ increas level suicid
"['new', 'tool', 'put', 'diabet', 'patient', 'differ', 'risk', 'categori', 'base', 'blood', 'sugar', 'level', 'obes', 'level', 'inflammatori', 'marker']",1,new tool put diabet patient differ risk categori base blood sugar level obes level inflammatori marker
"['new', 'research', 'find', 'mmr', 'common', 'vaccin', 'measl', 'mump', 'rubella', 'prevent', 'sever', 'symptom', 'covid19']",1,new research find mmr common vaccin measl mump rubella prevent sever symptom covid19
"['new', 'research', 'find', 'start', 'covid19', 'outbreak', 'day', 'delay', 'implement', 'emerg', 'measur', 'increas', 'mortal', '5']",1,new research find start covid19 outbreak day delay implement emerg measur increas mortal 5
"['new', 'editori', 'suggest', 'health', 'organ', 'media', 'frequent', 'properli', 'report', 'covid19', 'research']",1,new editori suggest health organ media frequent properli report covid19 research
"['new', 'research', 'ha', 'found', 'higher', 'rate', 'abnorm', 'liver', 'test', 'among', 'hospit', 'patient', 'unit', 'state', 'compar', 'hospit', 'patient', 'china']",1,new research ha found higher rate abnorm liver test among hospit patient unit state compar hospit patient china
"['new', 'research', 'find', 'peopl', 'covid19', 'ventil', 'receiv', 'tocilizumab', '45', 'lower', 'risk', 'die', 'compar', 'control']",1,new research find peopl covid19 ventil receiv tocilizumab 45 lower risk die compar control
"['team', 'research', 'ha', 'design', 'air', 'filter', 'could', 'captur', 'also', 'quickli', 'destroy', 'airborn', 'particl', 'carri', 'new', 'coronaviru']",1,team research ha design air filter could captur also quickli destroy airborn particl carri new coronaviru
"['experiment', 'test', 'viru', 'caus', 'covid19', 'return', 'result', '45', 'minut', 'use', 'onli', 'simpl', 'equip', 'doe', 'requir', 'nasal', 'swab']",1,experiment test viru caus covid19 return result 45 minut use onli simpl equip doe requir nasal swab
"['accord', 'new', 'research', 'non', 'hispan', 'black', 'american', 'asian', 'american', 'peopl', 'take', 'brunt', 'discrimin', 'associ', 'covid19', 'risk']",1,accord new research non hispan black american asian american peopl take brunt discrimin associ covid19 risk
"['new', 'research', 'suggest', 'peopl', 'smoke', 'vape', 'blood', 'vessel', 'damag', 'may', 'rais', 'risk', 'stroke', 'contract', 'new', 'coronaviru']",1,new research suggest peopl smoke vape blood vessel damag may rais risk stroke contract new coronaviru
"['larg', 'gather', 'remain', 'one', 'highest', 'risk', 'activ', 'person', 'particip', 'learn', 'practic', 'physic', 'distanc', 'event']",1,larg gather remain one highest risk activ person particip learn practic physic distanc event
"['also', 'new', 'analysi', 'covid19', 'us', 'prison', 'find', 'number', 'covid19', 'death', 'three', 'time', 'higher', 'compar', 'gener', 'popul']",1,also new analysi covid19 us prison find number covid19 death three time higher compar gener popul
"['new', 'studi', 'find', 'peopl', 'covid19', 'receiv', 'drug', 'earli', 'better', 'outcom', 'receiv', 'diseas', 'becam', 'sever']",1,new studi find peopl covid19 receiv drug earli better outcom receiv diseas becam sever
"['yesterday', 'dr', 'anthoni', 'fauci', 'spoke', 'live', 'town', 'hall', 'meet', 'host', 'healthlin', 'cover', 'rang', 'topic', 'summar', 'hi', 'main', 'point']",1,yesterday dr anthoni fauci spoke live town hall meet host healthlin cover rang topic summar hi main point
"['new', 'research', 'find', 'sharp', 'increas', 'health', 'anxieti', 'among', 'peopl', 'unit', 'kingdom', 'dure', 'lockdown', 'govern', 'impos', 'due', 'pandem']",1,new research find sharp increas health anxieti among peopl unit kingdom dure lockdown govern impos due pandem
"['new', 'research', 'find', 'angiotensin', 'convert', 'enzym', 'inhibitor', 'ace', 'inhibitor', 'angiotensin', 'receptor', 'blocker', 'arb', 'help', 'treat', 'sever', 'covid19']",1,new research find angiotensin convert enzym inhibitor ace inhibitor angiotensin receptor blocker arb help treat sever covid19
"['thi', 'special', 'featur', 'offer', 'quick', 'global', 'overview', 'countri', 'citizen', 'cope', '4', 'month', 'coronaviru', 'pandem']",1,thi special featur offer quick global overview countri citizen cope 4 month coronaviru pandem
"['thi', 'special', 'featur', 'speak', 'two', 'dream', 'expert', 'way', 'peopl', 'dream', 'chang', 'dure', 'pandem', 'whi']",1,thi special featur speak two dream expert way peopl dream chang dure pandem whi
"['new', 'perspect', 'articl', 'point', 'peopl', 'minor', 'racial', 'background', 'significantli', 'underrepres', 'covid19', 'clinic', 'trial']",1,new perspect articl point peopl minor racial background significantli underrepres covid19 clinic trial
"['continu', 'investig', 'healthcar', 'dispar', 'relat', 'race', 'ethnic', 'featur', 'focus', 'mental', 'health', 'indigen', 'peopl']",1,continu investig healthcar dispar relat race ethnic featur focus mental health indigen peopl
"['sinc', 'arriv', 'covid19', 'hate', 'crime', 'asian', 'american', 'surg', 'echo', 'previou', 'infect', 'scapego', 'suggest', 'new', 'studi']",1,sinc arriv covid19 hate crime asian american surg echo previou infect scapego suggest new studi
"['new', 'research', 'suggest', 'countri', 'compulsori', 'bacillu', 'calmett', 'gurin', 'bcg', 'vaccin', 'may', 'built', 'degre', 'herd', 'immun', 'covid19']",1,new research suggest countri compulsori bacillu calmett gurin bcg vaccin may built degre herd immun covid19
"['new', 'polici', 'brief', 'argu', 'respond', 'pandem', 'ongo', 'spread', 'covid19', '500', 'time', 'expens', 'take', 'step', 'prevent', 'one']",1,new polici brief argu respond pandem ongo spread covid19 500 time expens take step prevent one
"['retrospect', 'observ', 'studi', 'show', 'hydroxychloroquin', 'cut', 'mortal', 'covid19', 'patient', 'expert', 'point', 'weak', 'research']",1,retrospect observ studi show hydroxychloroquin cut mortal covid19 patient expert point weak research
"['opinion', 'piec', 'winston', 'morgan', 'phd', 'discuss', 'whi', 'societ', 'chang', 'counter', 'racism', 'requir', 'shift', 'sentiment']",1,opinion piec winston morgan phd discuss whi societ chang counter racism requir shift sentiment
"['recent', 'commentari', 'argu', 'global', 'food', 'insecur', 'increasingli', 'suscept', 'shock', 'covid19', 'pandem', 'demonstr']",1,recent commentari argu global food insecur increasingli suscept shock covid19 pandem demonstr
"['thi', 'articl', 'board', 'certifi', 'emerg', 'medicin', 'physician', 'dr', 'yent', 'chen', 'talk', 'clash', 'medicin', 'polit']",1,thi articl board certifi emerg medicin physician dr yent chen talk clash medicin polit
"['experi', 'guinea', 'pig', 'suggest', 'influenza', 'virus', 'spread', 'air', 'via', 'droplet', 'also', 'microscop', 'dust', 'particl']",1,experi guinea pig suggest influenza virus spread air via droplet also microscop dust particl
"['medic', 'news', 'today', 'recoveri', 'room', 'place', 'find', '10', 'recent', 'stori', 'may', 'miss', 'amid', 'covid19', 'fervor']",1,medic news today recoveri room place find 10 recent stori may miss amid covid19 fervor
"['scientist', 'use', 'laser', 'visual', 'test', 'type', 'homemad', 'face', 'mask', 'best', 'block', 'transmiss', 'airborn', 'respiratori', 'droplet']",1,scientist use laser visual test type homemad face mask best block transmiss airborn respiratori droplet
"['dri', 'heat', 'electr', 'cooker', 'effect', 'decontamin', 'n95', 'respir', 'key', 'piec', 'person', 'protect', 'equip', 'covid19']",1,dri heat electr cooker effect decontamin n95 respir key piec person protect equip covid19
"['new', 'research', 'outlin', 'cheap', 'access', 'test', 'assess', 'effect', 'face', 'mask', 'block', 'droplet', 'person', 'mouth']",1,new research outlin cheap access test assess effect face mask block droplet person mouth
"['irrit', 'infect', 'allerg', 'reaction', 'caus', 'burn', 'sensat', 'nose', 'learn', 'treatment', 'home', 'remedi', 'help']",1,irrit infect allerg reaction caus burn sensat nose learn treatment home remedi help
"['peopl', 'work', 'home', 'social', 'distanc', 'work', 'critic', 'slow', 'spread', 'covid19']",1,peopl work home social distanc work critic slow spread covid19
"['worri', 'recent', 'case', 'plagu', 'thi', 'articl', 'gather', 'expert', 'comment', 'situat', 'inner', 'mongolia', 'put', 'mind', 'rest']",1,worri recent case plagu thi articl gather expert comment situat inner mongolia put mind rest
"['person', 'get', 'flu', 'ani', 'time', 'year', 'howev', 'flu', 'like', 'symptom', 'dure', 'summer', 'often', 'result', 'health', 'issu', 'learn']",1,person get flu ani time year howev flu like symptom dure summer often result health issu learn
"['recent', 'studi', 'conclud', 'convers', 'famili', 'friend', 'reduc', 'impact', 'anti', 'vaccin', 'inform', 'circul', 'social', 'media']",1,recent studi conclud convers famili friend reduc impact anti vaccin inform circul social media
"['condit', 'caus', 'vomit', 'diarrhea', 'stomach', 'pain', 'vari', 'rel', 'harmless', 'potenti', 'life', 'threaten', 'without', 'treatment', 'learn']",1,condit caus vomit diarrhea stomach pain vari rel harmless potenti life threaten without treatment learn
"['plaquenil', 'hydroxychloroquin', 'prescript', 'drug', 'use', 'condit', 'like', 'lupu', 'studi', 'covid19', 'learn', 'side', 'effect', 'dosag']",1,plaquenil hydroxychloroquin prescript drug use condit like lupu studi covid19 learn side effect dosag
"['recent', 'analysi', 'raw', 'milk', 'detect', 'potenti', 'danger', 'antibiot', 'resist', 'bacteria', 'increas', 'number', 'left', 'room', 'temperatur']",1,recent analysi raw milk detect potenti danger antibiot resist bacteria increas number left room temperatur
"['medic', 'entomologist', 'janet', 'mcallist', 'normal', 'spend', 'time', 'focus', 'mosquito', 'tick', 'multi', 'leg', 'pest', 'covid19', 'start', 'spread', 'across', 'midwest', 'left', 'lab', 'help', 'fight', 'outbreak', 'wisconsin']",1,medic entomologist janet mcallist normal spend time focus mosquito tick multi leg pest covid19 start spread across midwest left lab help fight outbreak wisconsin
"['school', 'play', 'import', 'role', 'educ', 'student', 'diseas', 'prevent', 'within', 'home', 'commun', 'mani', 'children', 'adolesc', 'reli', 'key', 'servic', 'provid', 'school', 'school', 'meal', 'program', 'school', 'consid', 'safe', 'children', 'might', 'experienc', 'variou', 'form', 'abus', 'violenc', 'thi', 'document', 'provid', 'suggest', 'mitig', 'risk', 'covid19', 'transmiss', 'school', 'low', 'resourc', 'intern', 'set']",1,school play import role educ student diseas prevent within home commun mani children adolesc reli key servic provid school school meal program school consid safe children might experienc variou form abus violenc thi document provid suggest mitig risk covid19 transmiss school low resourc intern set
"['cdc', 'recommend', 'pet', 'store', 'pet', 'distribut', 'facil', 'pet', 'breed', 'facil', 'act', 'accord', 'state', 'local', 'jurisdict', 'guidanc', 'consid', 'reopen', 'continu', 'oper', 'learn', 'reduc', 'risk', 'sar', 'cov2', 'facil']",1,cdc recommend pet store pet distribut facil pet breed facil act accord state local jurisdict guidanc consid reopen continu oper learn reduc risk sar cov2 facil
